"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","0","0","6","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","0","0","4","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","0","0","63","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","0","0","104","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","0","0","63","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","0","0","9","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","0","0","28","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","0","0","14","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","0","0","9","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","0","43","1","0.000000","0","0"
"/Game/Caracter/HealthPack/Rosu.Rosu","0","14","10","1","71.485802","0","41"
"/Game/Caracter/HealthPack/Material.Material","0","14","1","1","88.402496","0","40"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","66","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","28","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","13","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","13","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","75","2","0.000000","0","0"
"/Game/Insule/Pod2/Suport_pod.Suport_pod","0","23","2","1","117.807938","0","279"
"/Game/Insule/Pod/Suport_pod.Suport_pod","0","23","2","1","0.000000","0","279"
"/Game/Insule/Insula6/Stalp.Stalp","0","23","1","1","98.320389","0","256"
"/Game/Insule/Insula6/Piatra.Piatra","0","23","1","1","100.367699","0","237"
"/Game/Insule/Insula6/Perete.Perete","0","23","1","1","99.341713","0","267"
"/Game/Insule/Insula6/Iarba.Iarba","0","23","1","1","93.763702","0","225"
"/Game/Insule/Insula5/Piatra.Piatra","0","23","1","1","102.802948","0","199"
"/Game/Insule/Insula5/Iarba.Iarba","0","23","1","1","0.000000","0","220"
"/Game/Insule/Insula4/Stalp.Stalp","0","23","1","1","97.953224","0","126"
"/Game/Insule/Insula4/Piatra.Piatra","0","23","1","1","0.000000","0","199"
"/Game/Insule/Insula4/Iarba.Iarba","0","23","1","1","0.000000","0","220"
"/Game/Insule/Insula2/Piatra.Piatra","0","23","1","1","0.000000","0","199"
"/Game/Insule/Insula2/Iarba.Iarba","0","23","1","1","0.000000","0","220"
"/Game/Insule/Insula2/Apa.Apa","0","23","1","1","102.645149","0","121"
"/Game/Insule/Insula1/Piatra.Piatra","0","23","1","1","0.000000","0","199"
"/Game/Insule/Insula1/Lemn.Lemn","0","23","1","1","96.595779","0","117"
"/Game/Insule/Insula1/Iarba.Iarba","0","23","1","1","0.000000","0","220"
"/Game/Insule/Insula1/Apa.Apa","0","23","1","1","0.000000","0","121"
"/Game/Inamici/Zombie/Asset-uri/Zombie_COL.Zombie_COL","0","28","1","1","130.103516","0","168"
"/Game/Inamici/Mutant/Asset-uri/mutant_M.mutant_M","0","28","1","1","130.016159","0","160"
"/Game/Caracter/Asset-uri/Paladin_MAT.Paladin_MAT","0","28","1","1","125.656624","0","163"
"/Game/Insule/Pod2/Pod_piatra.Pod_piatra","0","23","1","1","127.963043","0","118"
"/Game/Insule/Pod2/Material.Material","0","23","5","1","124.308731","0","134"
"/Game/Insule/Pod/Pod_piatra.Pod_piatra","0","23","1","1","0.000000","0","118"
"/Game/Insule/Pod/Material.Material","0","23","5","1","0.000000","0","134"
"/Game/Insule/Insula4/Perete.Perete","0","23","3","1","113.192871","0","104"
"/Game/Insule/Insula1/Suprafata_pod.Suprafata_pod","0","23","6","1","116.059814","0","76"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","4","1","0.000000","0","0"
"/Engine/EditorMaterials/WorldPartition/WorldPartitionSpatialHashGridPreviewMaterial.WorldPartitionSpatialHashGridPreviewMaterial","0","0","6","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","104","1","0.000000","0","0"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","56","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","101","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","167","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","1288","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","31","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","66","6","0.000000","0","9"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","43","1","0.000000","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","0","4","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","62","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","88","1","0.000000","0","0"
